TotalDisplacement 4357894
MaxDisplacement 478
NumCells 210904
c210557 9479 4743
c210556 6849 4611
c210555 6995 4431
c210554 7407 4227
c210553 7089 5667
c210549 3937 6471
c210548 3903 6519
c210547 3753 6363
c210546 3657 6339
c210545 3694 6447
c210544 1439 6555
c210543 1415 6195
c210542 1270 6207
c210532 1396 5607
c210527 2001 6027
c210526 1402 5055
c210523 2634 6855
c210522 2306 6723
c210521 6227 7395
c210519 5892 7083
c210518 5757 6591
c210517 5889 6795
c210516 5557 7467
c210515 5671 7383
c210514 6265 6807
c210509 473 6315
c210508 5958 6975
c210503 4735 7275
c210502 3300 3387
c210500 4184 1635
c210499 4118 1491
c210497 4205 2415
c210493 3442 2763
c210492 3233 2763
c210489 3289 8103
c210486 5330 4707
c210484 5367 4647
c210483 5370 4695
c210480 6913 5691
c210479 5841 4659
c210477 5222 4683
c210476 6309 6087
c210475 5314 4695
c210469 10401 3915
c210468 10441 4059
c210467 10322 3951
c210465 9894 3999
c210463 9950 4119
c210461 10124 4107
c210460 10124 4059
c210459 10174 4215
c210457 10147 2055
c210454 10069 2115
c210448 9224 3771
c210447 8845 4251
c210446 9226 3807
c210440 9248 2727
c210437 9179 2931
c210435 9248 2847
c210432 9179 2871
c210431 9179 3015
c210430 9186 3075
c210427 9179 2991
c210425 9248 3075
c210424 9248 3243
c210422 9248 3207
c210421 9248 3327
c210419 9189 3231
c210417 9179 3387
c210416 9248 3411
c210415 9220 3339
c210414 9179 3339
c210413 9207 3363
c210411 9179 3423
c210410 9224 3615
c210409 9238 3651
c210404 9235 3843
c210403 9233 3915
c210402 9124 3855
c210401 9338 3891
c210398 9248 3903
c210397 9181 3855
c210396 9043 3987
c210394 9338 3783
c210393 9145 3867
c210389 9205 3795
c210388 9248 3831
c210386 9229 3831
c210385 9236 3819
c210383 9338 3735
c210382 9178 3915
c210381 9215 3783
c210379 9090 3879
c210377 10440 1995
c210376 10403 1983
c210373 10356 2019
c210372 10372 2391
c210366 10342 2283
c210364 10323 2463
c210361 10362 2451
c210359 10342 2403
c210353 10349 2751
c210351 10405 2679
c210349 10390 2727
c210347 10441 2931
c210345 10441 3039
c210342 10441 3147
c210339 10441 3075
c210337 10441 3195
c210335 10440 3375
c210331 10441 3291
c210328 10427 3543
c210327 10429 3507
c210322 10417 3615
c210321 10388 3579
c210320 10399 3747
c210318 10441 3663
c210314 10441 3915
c210311 5194 4191
c210309 4973 4263
c210308 4954 4215
c210305 4945 4239
c210303 4907 4287
c210302 4873 4347
c210300 4909 4359
c210297 5098 4455
c210296 4928 4575
c210295 5053 4563
c210293 7069 4647
c210291 6860 4755
c210290 6708 4587
c210288 6783 4623
c210287 9406 4683
c210286 9373 4695
c210285 9383 4731
c210284 9248 4791
c210283 9566 4743
c210281 7076 4851
c210279 7363 4755
c210277 6080 4671
c210276 5913 4767
c210275 5968 4695
c210273 6559 4767
c210269 4444 4551
c210266 4313 4539
c210265 4493 4527
c210261 4282 4623
c210260 4303 4527
c210259 4300 4683
c210258 5674 4755
c210256 6448 4707
c210254 5795 4911
c210253 5835 4539
c210250 6065 4719
c210249 9884 3783
c210240 10124 2403
c210238 9749 2427
c210236 10165 2595
c210234 9682 2499
c210233 10124 2523
c210232 10170 2619
c210231 9718 2667
c210229 9786 2799
c210228 9742 2631
c210227 9786 2667
c210224 9750 2919
c210218 9714 2967
c210217 9786 2991
c210214 9762 3087
c210211 9786 3231
c210209 9762 3267
c210207 9786 3483
c210205 9743 3387
c210204 9786 3351
c210201 9775 3639
c210199 9761 3507
c210196 9832 3819
c210194 9950 3759
c210190 9950 3819
c210187 9926 3975
c210186 9950 4059
c210185 9942 3999
c210184 8626 3279
c210181 8570 3243
c210180 7475 3339
c210174 7406 3375
c210170 7413 3579
c210169 7517 3579
c210164 7619 3819
c210163 7530 3915
c210161 8233 3867
c210160 8125 3903
c210154 7527 3891
c210148 7924 4227
c210147 9193 4263
c210146 9158 4323
c210144 7180 4455
c210139 7350 4395
c210137 7369 4491
c210134 7726 4551
c210133 7861 4527
c210132 7470 4623
c210130 7670 4635
c210129 7764 4575
c210124 7711 4695
c210123 7851 4803
c210118 1465 6063
c210116 1413 6003
c210113 1413 6411
c210112 1377 5691
c210109 1689 5727
c210107 1352 5691
c210106 1444 5607
c210105 1481 5487
c210103 2312 6543
c210100 2129 6723
c210099 1986 7959
c210098 3037 6843
c210096 1987 7947
c210093 2000 8127
c210091 3465 6747
c210089 3633 6675
c210085 3807 9855
c210083 8195 5955
c210081 8280 6027
c210080 8280 6051
c210079 8280 6159
c210078 8200 6111
c210075 8537 4383
c210072 8446 4323
c210071 8513 4227
c210068 8510 4299
c210064 8511 4539
c210063 8573 4515
c210062 8545 4479
c210058 8620 4671
c210057 8574 4527
c210052 8704 4683
c210051 8568 4791
c210045 8643 5043
c210043 8504 4995
c210040 8407 5307
c210038 8538 5283
c210035 8515 5391
c210034 8438 5295
c210033 8479 5403
c210032 8530 5415
c210029 8488 5391
c210027 8221 5715
c210024 8280 5763
c210019 8260 5895
c210018 8188 5859
c210017 8247 5943
c210016 8211 5835
c210011 2001 6303
c210010 2313 6267
c210009 2044 6243
c210004 2119 6507
c210001 2092 6411
c209999 1420 6531
c209998 2150 6591
c209997 1381 6627
c209996 2029 6579
c209992 2120 6555
c209991 2190 6579
c209990 2143 6555
c209989 2112 6699
c209988 2154 6699
c209984 2278 6639
c209979 2003 6735
c209975 3023 6831
c209970 2870 7215
c209969 1788 7347
c209968 1725 7347
c209967 1434 7191
c209966 1812 7467
c209965 1891 7587
c209958 1725 7287
c209955 1725 7407
c209953 1781 7815
c209950 2281 6843
c209948 2753 6795
c209942 3617 5547
c209941 3452 5511
c209937 3841 6807
c209935 3806 7011
c209934 3885 6651
c209933 3958 7059
c209932 4087 6675
c209931 3974 6843
c209930 4043 7011
c209928 3850 6867
c209927 3783 6831
c209926 3910 6759
c209923 3893 6975
c209922 3939 6975
c209921 3808 6807
c209918 4032 6831
c209917 3795 6903
c209916 3938 6627
c209911 3759 7143
c209910 3760 6663
c209907 3321 6519
c209906 3298 6543
c209905 3277 6387
c209904 2013 5991
c209903 2084 6039
c209899 1435 5751
c209898 1417 5523
c209896 1106 3879
c209892 1329 5403
c209887 1392 5559
c209884 1493 5535
c209881 1697 5499
c209880 1677 5667
c209877 2066 6123
c209871 3544 6687
c209870 3665 6627
c209869 3635 8799
c209866 3588 6543
c209864 3658 6723
c209863 3624 6747
c209853 3642 8811
c209851 3968 7011
c209848 3508 8307
c209847 3701 8331
c209844 3878 9471
c209843 3878 9291
c209841 3776 6867
c209840 3613 6699
c209834 3596 6711
c209830 3434 6651
c209829 3323 6771
c209822 3381 6711
c209820 3601 6843
c209819 3878 9531
c209815 3569 6831
c209813 3878 9279
c209812 3009 6987
c209810 2899 6759
c209807 1417 7083
c209806 1312 6927
c209805 1377 7035
c209799 2185 6483
c209796 1434 7371
c209795 1434 6507
c209792 1312 7119
c209791 1961 8415
c209790 1566 8451
c209788 1312 7431
c209787 1349 7095
c210443 9128 4023
c209784 1434 7671
c209783 1690 8379
c209782 1384 8067
c209781 1363 6435
c209780 2027 8595
c209779 1719 8511
c209776 1312 7131
c209775 1780 8499
c209773 1369 7239
c209772 1414 5391
c209771 1448 5019
c209770 883 4215
c209769 2076 5991
c209765 1352 5247
c209764 1356 5859
c209761 1346 5847
c209760 2001 5955
c209758 2009 5979
c209754 1497 5523
c209752 2093 6003
c209750 1606 5619
c209748 1466 5919
c209744 4365 4503
c209742 7215 4671
c209739 6675 3279
c209735 6333 2763
c209734 5556 2787
c209729 6290 2583
c209723 7257 3807
c209722 7216 3879
c209720 6865 4491
c209718 6066 4227
c209716 4981 4095
c209715 3899 6939
c209714 4060 6951
c209713 4088 7119
c209709 4328 7095
c209708 4258 6939
c209707 5883 6495
c209704 5869 6375
c209703 4452 6855
c209701 4299 6879
c209696 5328 6999
c209695 5261 7107
c209694 5177 7155
c210608 7141 5523
c209691 5199 7191
c209690 5183 7023
c209688 5212 7011
c209684 5277 6999
c209683 5307 7023
c209680 5205 7203
c209679 5237 7167
c209678 5257 7131
c209677 5059 7287
c209664 5190 7119
c209659 5359 6903
c209658 4042 6975
c209657 3866 6927
c209655 4023 6879
c209654 5716 6411
c209652 6034 6303
c209651 5903 6255
c209648 5906 6435
c209647 5893 6255
c209641 5732 6471
c209640 5726 6411
c209639 5706 6423
c209634 4170 7119
c209629 4136 6879
c209628 4150 6687
c209625 4458 6867
c209619 6032 6219
c209616 6146 6183
c209615 6123 6171
c209612 5979 6231
c209609 4353 6903
c209600 4148 6975
c209599 4041 7131
c209596 6071 6363
c209595 6004 6327
c209590 5097 5955
c209589 5796 4851
c209584 7359 4647
c209583 6584 4911
c209582 7223 4383
c209578 3195 5847
c209573 10441 2379
c209571 8829 2895
c209570 7911 1947
c209569 7880 1263
c209567 2144 4839
c209566 3369 4575
c209565 5832 6615
c209564 3653 5571
c209563 3861 5523
c209562 5611 4839
c209560 7328 3243
c209559 7146 3171
c209558 8169 6375
c209557 8403 4143
c209556 7536 6579
c209555 3931 2847
c209551 3794 3507
c209550 3944 3939
c209547 6842 4551
c209546 4805 5247
c209545 6123 6867
c209544 6213 6783
c209543 6086 6747
c209542 6220 6711
c209540 6116 6807
c209537 5042 6327
c209536 5437 5919
c209534 4990 6363
c209532 4960 5631
c209531 5007 6183
c209529 5104 5727
c209528 4623 6063
c209525 5393 5943
c209523 5167 5715
c209519 5257 5739
c209517 6427 4863
c209516 6639 4791
c209514 6218 4143
c209504 6595 4371
c209503 6688 4407
c209500 5105 5967
c209497 6729 4383
c209496 6624 8595
c209494 6944 4647
c210216 9762 2967
c209493 6416 4539
c209492 5714 4563
c209489 5892 4611
c209487 6030 4443
c209486 6489 4755
c209483 10268 1803
c209481 6482 4599
c209478 6877 3675
c209476 6849 3603
c209474 10339 1659
c209473 8952 1779
c209472 8970 1623
c209470 8981 1623
c209465 8952 1851
c209464 10196 1695
c209462 8905 1671
c209459 10184 1659
c209456 8003 6375
c209455 8112 6195
c209454 8014 6255
c209453 8089 6279
c209451 8093 6231
c209447 5488 3579
c209446 5357 3435
c209434 5450 4227
c209428 7188 3003
c209427 8172 7227
c209422 6181 6123
c209418 6157 6027
c209415 6311 6099
c209413 6288 6039
c209412 6193 6039
c209410 6376 5979
c209409 6207 6015
c209406 6197 5991
c209404 8950 1995
c210733 4049 6039
c209403 8950 1959
c209401 4732 3651
c209398 3800 6075
c209395 3743 6183
c209389 3767 6135
c209383 3749 5823
c209382 3739 5859
c209381 3848 5895
c209376 3729 5895
c209375 3690 6087
c209372 3803 5811
c209370 3705 5763
c209365 4343 5763
c209364 4561 5787
c209363 4040 5607
c209359 4234 5727
c209355 4811 3183
c209351 4845 3579
c209350 5037 3591
c209348 3166 6399
c209346 3290 6279
c209345 2800 4191
c209342 2803 3927
c209340 2801 3159
c209338 2800 3627
c209336 3081 6411
c209335 2803 3699
c209334 3188 6363
c209332 3254 6495
c209328 2803 3195
c209326 2803 3219
c209325 9179 2379
c209321 6602 6087
c209320 6552 6111
c209319 6099 5931
c209317 5460 6039
c209315 6701 6195
c209312 6269 5943
c209307 6506 3363
c209304 4753 3183
c209303 6389 3471
c209301 7091 5955
c209300 7487 6699
c209299 6753 5667
c209298 6817 5643
c209297 6842 4443
c209291 8035 5067
c209287 8175 5091
c209282 8131 5115
c209280 8115 5247
c209277 8379 5307
c209276 8176 5355
c209272 8086 5127
c209267 8231 5223
c209266 8098 5199
c209265 8207 5247
c209261 8034 4707
c209260 7975 4743
c209258 7876 4899
c209257 8000 4767
c209256 7840 4983
c209254 8059 4935
c209253 7882 4863
c209251 7865 4779
c209249 7969 4815
c209248 8005 4995
c209247 8039 4911
c209243 6630 6207
c209242 6869 5811
c209241 6921 5307
c209238 7096 5955
c209235 7012 6027
c209233 7346 3099
c209232 7516 5631
c209228 7557 5739
c209227 7605 3087
c209226 7505 5439
c209222 7525 5163
c209214 7561 3171
c209212 7613 3003
c209207 7577 5823
c209204 7369 5883
c209201 7634 3183
c209200 7528 5703
c209198 7563 3087
c209197 7678 3003
c209196 7521 3087
c209194 7510 5595
c209193 7536 3003
c209192 7564 5571
c209190 7584 5475
c209189 5031 5643
c209187 5062 5679
c209184 5412 5667
c209183 5329 5547
c209178 7328 5607
c209177 7267 5487
c209174 7333 5607
c209171 7286 5679
c209169 6449 6819
c209168 7292 5559
c209166 6821 6243
c209165 7225 5679
c209164 7317 5487
c209163 5488 5583
c209162 5606 5583
c209160 6662 5643
c209158 6208 6111
c209152 7184 5739
c209151 7129 5511
c209150 5388 3663
c209147 7386 5355
c209146 7313 5451
c209143 5475 5631
c209138 5326 6795
c209135 7215 5511
c210225 9716 2811
c209128 5231 6615
c209126 4588 5895
c209124 4655 5931
c209123 4987 6075
c209122 5083 6075
c209118 4931 6063
c209114 4763 6099
c209113 4813 6123
c209111 4831 6003
c209106 4596 5835
c209105 4575 5859
c209104 4769 5979
c209103 4948 5979
c209102 4935 6027
c209100 4918 6063
c209099 4900 6015
c209090 4806 5979
c209088 4567 5799
c209087 4558 5775
c209085 4561 6027
c209083 5101 6579
c209080 5134 6411
c209078 4559 5835
c209071 4656 5691
c209070 4659 5715
c209067 3911 3519
c209066 3990 3471
c209063 3939 3495
c209060 3658 3399
c209059 3413 4023
c209056 3747 3867
c209054 3904 3843
c209053 3375 4143
c209051 3402 4239
c209049 3434 4047
c209048 3342 4047
c209047 3272 4287
c209046 3281 4119
c209045 3375 4263
c209044 3670 4863
c209042 3784 2715
c209040 3831 2727
c209037 4126 2199
c209036 4036 2259
c209035 4036 2007
c209033 4036 1875
c209029 4036 1551
c209025 2507 1563
c209022 4080 2619
c209019 4036 2511
c209016 4118 2295
c209014 4036 1959
c209011 4210 1839
c209010 4036 1575
c209004 3520 2727
c209003 3627 2715
c209002 3717 2799
c208998 3520 2511
c208997 3520 2559
c208996 4036 2547
c208995 3523 2607
c208985 3523 2355
c208983 4148 1947
c208982 4115 1803
c208981 3520 2223
c208980 4192 2187
c208976 4137 1599
c208975 4149 1551
c208974 3523 1467
c208973 4078 1323
c208972 2507 1347
c208970 4203 663
c208968 4162 1323
c208965 4199 819
c208963 4215 2163
c208960 4151 2223
c208958 4914 2067
c208956 4129 1791
c208952 4215 1443
c208950 4215 567
c208948 4215 1263
c208947 4163 1179
c208946 4202 1491
c208945 4187 663
c208944 4114 1203
c208943 4159 975
c208942 4167 927
c208939 4136 903
c208935 4147 2451
c208934 4223 1143
c208933 4223 2271
c208932 4212 2343
c208928 4728 1923
c208926 4197 1947
c208925 4144 1803
c208924 4201 1611
c208923 4214 1503
c208921 4223 1731
c208919 4147 579
c208918 4223 1827
c208917 4223 1347
c208916 4108 1455
c208915 4154 1503
c208912 4113 1179
c208909 4223 591
c208904 4408 2751
c208901 4116 2523
c208900 4202 2463
c208897 4872 2043
c208890 4100 1827
c208884 4215 1743
c208879 4167 1251
c208875 4215 963
c208871 4172 1023
c208869 4205 1167
c208868 4212 507
c208867 5143 2655
c208865 4843 2631
c208862 4843 2523
c208861 4747 2451
c208858 4843 2547
c208854 5184 2607
c208852 5479 2535
c208849 5330 2595
c208848 4444 2775
c208845 4860 2391
c208844 4728 2499
c208841 4782 2535
c208840 5116 2595
c208839 4880 2439
c208836 4632 2691
c208835 5313 2655
c208833 4838 2355
c208829 4909 2319
c208828 4791 2115
c208827 4931 2547
c208825 4768 2559
c208823 4538 2655
c208820 5234 2595
c208819 4951 2367
c208818 4951 2307
c208816 5135 2631
c208814 4862 1959
c208813 5354 2727
c208806 5480 2475
c208805 4894 2091
c208804 5464 2571
c208799 4761 2223
c208796 4838 2271
c208791 3728 3627
c208789 3376 3963
c208788 3540 4059
c208787 3531 4023
c208785 3383 4131
c208784 3209 4203
c208783 3341 4251
c208782 4387 5259
c208778 4095 5235
c208777 4592 5379
c208775 4666 5343
c208774 4509 5259
c208772 4109 5271
c208766 4119 5463
c208765 4397 5307
c208761 3299 4407
c208759 3338 4359
c208757 3239 4299
c208756 3214 4215
c208755 3253 4311
c208754 3287 4419
c208750 3469 4647
c208747 3527 5067
c208744 5529 5079
c208742 3362 4131
c208738 3096 4359
c208736 2475 4575
c208735 2800 4383
c208734 2367 4575
c208733 2305 4563
c208728 4236 4467
c208727 4492 4503
c208726 4209 4467
c208725 2380 4575
c208724 2370 4587
c208723 2380 4527
c208722 2383 4587
c208758 3231 4395
c208720 6074 5751
c208718 6116 5811
c208716 5752 5367
c208712 3520 2751
c208709 3733 2703
c208706 4087 1047
c208703 3522 1611
c208701 3454 2775
c208698 3520 1623
c208695 3520 2019
c208691 3523 2091
c208687 3523 1287
c208682 3684 2871
c208681 3855 2739
c208680 3568 2847
c208679 3814 2787
c208678 3829 2775
c208676 4036 2583
c208675 3674 2751
c208674 4049 1479
c208673 3724 2727
c208672 3531 2067
c208666 4036 1899
c208664 4036 1539
c208663 3732 2775
c208660 3520 1635
c208657 3531 1263
c208655 3531 1935
c208654 3531 927
c208653 3520 1983
c208650 3344 2763
c208647 3403 2763
c208641 3310 2835
c208638 4071 1467
c208637 3692 2727
c208636 3254 2847
c208634 3603 2907
c208632 3785 2763
c208631 3500 2835
c208624 3595 2835
c208622 3669 2835
c208621 3364 2919
c208619 3692 2715
c208614 4120 1287
c208613 4036 2667
c208612 3668 2703
c208605 3559 2703
c208603 3721 2763
c208602 3756 2715
c208596 3630 2763
c208595 4047 1359
c208594 3523 1095
c208589 3775 2799
c208585 3727 2775
c208582 3531 2643
c208579 3850 2715
c208574 3768 2703
c208568 3520 1431
c208563 4036 2643
c208560 3655 2703
c208559 3547 2811
c208558 3799 2823
c208552 3716 2835
c208551 3820 2751
c208548 3523 1167
c208547 3752 2835
c208546 3661 2751
c208543 3875 2883
c208539 4036 1683
c208538 3523 1695
c208533 3523 1419
c208531 3642 2703
c208530 4143 2127
c208529 3520 1119
c208526 4036 1107
c208525 4126 1047
c208523 4036 1059
c208520 4238 2799
c208518 4045 1791
c208516 3762 2787
c208510 4215 1287
c208500 3815 2895
c208498 4215 1431
c208496 3441 2775
c208494 4215 1179
c208490 4170 1575
c208489 3610 2835
c208485 3480 2775
c208483 3790 3003
c208481 4213 2751
c208477 3714 2883
c208473 3673 2811
c208472 3270 2871
c208471 4067 2979
c208470 3609 2787
c208469 3844 3051
c208468 4011 2763
c208466 4060 1959
c208462 4134 1731
c208461 3597 2895
c208460 4171 1635
c208455 4000 2823
c208453 3379 2811
c208452 4206 1947
c208449 4117 1191
c208447 3519 2907
c208444 3437 2823
c208443 3536 2883
c208441 3143 2823
c208438 3207 2763
c208437 3520 2631
c208436 3800 2835
c208435 3317 2763
c208434 3411 2847
c208432 3450 2859
c208429 3288 2799
c208428 4149 2031
c208426 3546 2703
c208421 4126 1575
c208418 3178 2799
c208417 3749 2787
c208415 4141 1467
c208414 3177 2763
c208413 4107 1275
c208412 4135 1299
c208409 4103 1359
c208407 4137 1287
c208406 4086 2763
c208399 4132 1539
c208397 4051 2919
c208393 4048 3051
c208390 4141 3123
c208388 4102 2751
c208385 4396 2787
c208383 4224 3039
c208382 4183 2979
c208380 4106 3015
c208379 4341 2871
c208378 4297 3039
c208377 4377 2727
c208372 4099 2703
c208369 4210 735
c208365 4154 3039
c210504 5740 7491
c208362 4094 2835
c208360 4150 2619
c208359 4215 1419
c208355 4136 2895
c208354 4025 2967
c208352 4089 2991
c208348 4137 2859
c208346 4068 3015
c208336 4215 1371
c208335 4177 1863
c208331 4346 2787
c208327 4086 2703
c208321 4202 1515
c208317 4093 2667
c208316 4135 1371
c208313 4049 2487
c208310 4027 2943
c208309 4062 2415
c208305 3965 2991
c208302 4163 2619
c208300 4344 2643
c208299 4175 2535
c208298 4223 2955
c208296 4064 2055
c208293 4104 1767
c208292 4197 1215
c208290 4145 1539
c208289 4037 2739
c208287 4249 2655
c208286 4322 2667
c208285 4206 1395
c208282 4161 2931
c208279 4215 675
c208278 4143 1107
c208277 4053 1551
c208276 4053 2763
c208274 4072 1263
c208269 3654 3759
c208267 6802 4503
c208266 6354 5331
c208264 4438 5259
c208262 3411 5619
c208261 5603 5271
c208260 6657 4983
c208259 4279 5367
c208258 4247 5727
c208257 5801 5547
c208256 3237 5271
c208254 5437 5307
c208253 5376 5235
c208252 6629 4983
c208248 3487 4827
c208245 6690 4719
c208244 5690 5331
c208243 5809 5355
c208241 5739 5427
c208239 5959 5427
c208229 3400 4191
c208228 1470 3855
c208227 3409 4131
c208219 3267 3879
c208218 4898 2343
c208217 3745 3303
c208215 3869 3591
c208211 3893 3627
c208207 2214 4539
c208206 2460 4527
c208202 2123 4611
c208197 3538 2751
c208196 3520 2667
c208194 3523 2619
c208191 4075 2415
c208188 4127 2187
c208186 4104 2151
c208185 4094 2187
c208183 4139 2019
c208180 3520 699
c208179 4036 1863
c208178 4036 1779
c208177 4036 1707
c208176 3523 1551
c208175 4075 1563
c208171 4082 1539
c208169 3523 1311
c208168 3520 1299
c208166 4080 1167
c208163 3520 1239
c208159 4036 2655
c208158 3531 2595
c208157 3882 2715
c208155 3836 2739
c208153 3781 2703
c208152 4148 987
c208145 4049 2259
c208141 4137 1983
c208139 4139 1875
c208136 3531 2043
c208132 3520 1875
c208129 4133 1503
c208125 4064 1371
c208124 4036 1275
c208119 3551 2751
c208118 4036 1467
c208112 4036 2295
c208110 4144 2199
c208106 4054 1935
c208102 4036 1659
c208092 3520 1143
c208088 4215 795
c208086 4176 2679
c208085 4311 2619
c208083 4169 2463
c208070 4169 1959
c208068 4092 2031
c208067 4202 1875
c208065 4197 1839
c208064 4215 1875
c208061 4202 1635
c208058 4215 1323
c208056 4215 1191
c208054 4215 915
c208053 4172 999
c208052 4143 831
c208051 4215 783
c208050 4215 747
c208044 4317 2667
c208042 4152 2583
c208037 4212 2403
c208036 4218 2187
c208035 4223 2307
c209271 8228 5355
c208034 4188 2295
c208029 4180 2043
c208023 4210 1755
c208021 4170 1791
c208019 4223 1575
c208017 4109 1443
c208016 4122 1419
c208015 4163 1383
c208014 4223 1239
c208013 4223 975
c208012 4223 1059
c208011 4223 831
c208005 4161 2559
c208004 4155 735
c207998 4215 927
c207997 4181 1707
c207996 4206 1719
c207995 4190 1539
c207990 4215 1359
c207988 4215 1335
c207987 4120 1179
c207986 4195 1191
c207985 4154 1251
c207984 4215 1215
c207975 3520 1779
c207974 3416 2835
c207972 3781 2859
c207968 4458 2691
c207964 4816 2187
c207963 3989 3423
c207962 3570 3807
c207958 3801 5307
c207953 4116 5523
c207951 4347 5331
c207950 4463 5523
c207949 6283 5331
c207946 4572 5595
c207945 4280 5451
c207944 4325 5511
c207942 4529 5619
c207938 4294 5523
c207936 4511 5511
c207933 4293 5451
c207932 4161 5451
c207927 4028 5499
c207925 4448 5487
c207923 2082 5463
c207922 1478 5199
c207921 1531 5283
c207920 1672 5223
c207919 1677 5247
c207917 6455 4431
c207916 6418 4323
c207915 6337 4479
c210246 10146 2259
c207914 6781 4335
c207912 3918 2847
c207910 4001 3447
c207909 3983 3495
c207908 4026 3531
c207907 4161 3579
c207905 4022 3519
c207904 4131 3567
c207896 2272 4479
c207895 6792 4407
c207894 6957 4575
c207892 6970 4443
c207891 3571 4515
c207887 5478 4407
c207881 5833 2223
c207880 6009 1995
c207879 5987 3207
c207878 5592 3963
c207872 5875 2835
c207870 5817 2307
c207867 5674 2403
c207866 5686 2415
c207864 5829 2463
c207862 5767 2439
c207861 5705 2367
c207858 5788 2283
c207857 5770 2319
c207854 5752 2235
c207852 5849 2151
c207850 5780 2187
c207845 5694 2163
c207840 5641 2907
c207838 5877 2763
c207836 5769 2667
c207833 5792 2415
c207829 5846 2331
c207824 5683 2259
c207820 5751 2307
c207819 5688 2307
c207818 5835 2151
c207815 5782 2307
c207814 5801 2187
c207809 6027 2931
c207807 5501 6243
c207804 5564 6171
c207803 5622 6255
c207801 5865 3339
c207787 3716 6303
c207784 3719 5847
c207783 3766 6267
c207782 3812 5763
c207781 3722 5559
c207778 3811 5931
c207777 3800 5883
c207776 3727 5703
c207773 3945 5703
c207769 3662 5751
c207767 2013 6075
c207765 3700 6315
c207764 3802 5739
c207762 4334 5751
c207760 4261 5763
c207759 2083 6495
c207757 3651 6411
c207755 2183 6459
c207749 3096 6687
c207748 803 6411
c207745 3587 6435
c209116 4838 6243
c207742 3288 5775
c207740 938 6447
c207737 3766 6123
c207735 2007 6327
c207734 2164 6183
c207732 3605 6051
c207730 3816 5811
c207729 4192 5835
c207725 4602 6291
c207723 2887 6735
